"name","url"
"A.S. Carcassonne","Association_sportive_Carcassonne_XIII"
"A.S. Saint-Estève","Association_sportive_Saint-Est%C3%A8ve_XIII"
"Afrique du Sud XIII","%C3%89quipe_d%27Afrique_du_Sud_de_rugby_%C3%A0_XIII"
"Agen XIII",NA
"Albi","Albi_Rugby_League_XIII"
"Albi olympique","Albi_Rugby_League_XIII"
"Albi XIII","Albi_Rugby_League_XIII"
"Angleterre","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XIII"
"Angleterre XIII","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XIII"
"Arles XIII",NA
"AS Carcassonne","Association_sportive_Carcassonne_XIII"
"AS Carcassonne XIII","Association_sportive_Carcassonne_XIII"
"AS Clairac XIII",NA
"AS Saint-Estève","Association_sportive_Saint-Est%C3%A8ve_XIII"
"Auckland","New_Zealand_Warriors"
"Auckland Warriors","New_Zealand_Warriors"
"Auckland Warriors XIII","New_Zealand_Warriors"
"Australia","%C3%89quipe_d%27Australie_de_rugby_%C3%A0_XIII"
"Australie","%C3%89quipe_d%27Australie_de_rugby_%C3%A0_XIII"
"Australie (XIII)","%C3%89quipe_d%27Australie_de_rugby_%C3%A0_XIII"
"Auterive XIII",NA
"Autres Nationalités","Autres_Nationalit%C3%A9s"
"Avignon","Sporting_olympique_avignonnais_XIII"
"Avignon XIII","Sporting_olympique_avignonnais_XIII"
"Balmain","Balmain_Tigers"
"Balmain Tigers","Balmain_Tigers"
"Balmain Tigers (XIII)","Balmain_Tigers"
"Barrow","Barrow_Rugby_League_Football_Club"
"Barrow Raiders","Barrow_Rugby_League_Football_Club"
"Barrow RL","Barrow_Rugby_League_Football_Club"
"Batley RLFC","Batley_Bulldogs_Rugby_League_Football_Club"
"Bayonne XIII",NA
"Béziers","Stade_olympique_biterrois_XIII"
"Biarritz AC XIII",NA
"Bordeaux-Bayonne","Bordeaux_XIII"
"Bordeaux -Bayonne","Bordeaux_XIII"
"Bordeaux XIII","Bordeaux_XIII"
"Bradford","Bradford_Bulls_Rugby_League_Football_Club"
"Bradford Bulls","Bradford_Bulls_Rugby_League_Football_Club"
"Bradford Northern","Bradford_Bulls_Rugby_League_Football_Club"
"Bridgend Blue Bulls (XIII)",NA
"Brisbane Broncos","Brisbane_Broncos"
"Burleigh Bears","Burleigh_Bears"
"Canberra Raiders","Canberra_Raiders"
"Canterbury-Bankstown Bulldogs","Canterbury-Bankstown_Bulldogs"
"Carcassonne","Association_sportive_Carcassonne_XIII"
"Carcassonne XIII","Association_sportive_Carcassonne_XIII"
"Carcassonne XV","Association_sportive_Carcassonne_XIII"
"Castleford","Castleford_Tigers_Rugby_League_Football_Club"
"Castleford Tigers","Castleford_Tigers_Rugby_League_Football_Club"
"Cavaillon XIII","Sporting_Union_Cavaillonnais_XIII"
"City Origin","City_New_South_Wales_rugby_league_team"
"Côte basque","C%C3%B4te_basque_XIII"
"Côte basque XIII","C%C3%B4te_basque_XIII"
"Country Origin","Country_New_South_Wales_rugby_league_team"
"CronCS Sharks","Cronulla-Sutherland_Sharks"
"Cronulla","Cronulla-Sutherland_Sharks"
"Cronulla-Sutherland Sharks","Cronulla-Sutherland_Sharks"
"Cronulla Sharks","Cronulla-Sutherland_Sharks"
"Cronulla Sharks (XIII)","Cronulla-Sutherland_Sharks"
"Crusaders RL","Crusaders_Rugby_League"
"Crusaders Rugby League","Crusaders_Rugby_League"
"Dax XIII","Dax_XIII"
"Dewsbury","Dewsbury_Rams_Rugby_League_Football_Club"
"Dewsbury Rams","Dewsbury_Rams_Rugby_League_Football_Club"
"Doncaster Dragons","Doncaster_Rugby_League_Football_Club"
"Doncaster RLFC","Doncaster_Rugby_League_Football_Club"
