"wikidataId","fullName","birthYear"
"Q16003629","Jonathan Salvi",1987
"Q16010531","Jordán Vallmajo",1894
"Q16012952","Monita Delamere",1921
"Q16013515","James Richardson",1903
"Q16013662","Willie Jones",1916
"Q16014320","Cecil Beamish",1915
"Q16017540","Rudra Rajasingham",1926
"Q16017838","Peter Marner",1936
"Q16019778","John Pring",1927
"Q16023269","Henry Menzies",1867
"Q16023287","Hugh Poland",1868
"Q16030566","Calixte Delmas",1906
"Q16059055","William Nanson",1880
"Q16059177","John Abbott King",1883
"Q16090306","Michael Hanna",1926
"Q16095671","Brandon Jackson",1934
"Q16105287","John Bredenkamp",1940
"Q16146229","Paul Andrew",1989
"Q16149738","David Addleton",2000
"Q16163591","James Baird",1893
"Q16171346","Jean-Jacques Artès",1954
"Q16186208","Kim Davies",1954
"Q16193313","Philip Rainey",1959
"Q16193675","Morad Kellal",1960
"Q16196962","John Green",1967
"Q16198294","Logan Basson",1989
"Q16199497","Jandré Blom",1984
"Q16199876","Kwagga Boucher",1983
"Q16201196","Nico Serfontein",1968
"Q16204387","Niall Conlon",1983
"Q16205121","Quinton Crocker",1987
"Q16205582","Gavin Dacey",1984
"Q16206217","Joe Mills",NA
"Q16206234","Peter Cross",NA
"Q16206622","Layle Delo",1989
"Q16209232","Adam Emirali",1989
"Q16212439","Jérémy Bécasseau",1991
"Q16212689","John Batchelor",1971
"Q16215376","James Leckie",1975
"Q16221984","Hein Potgieter",1982
"Q16222452","Renier Schoeman",1983
"Q16223099","Nolan Clark",1984
"Q16223279","James Merriman",1984
"Q16223405","Scott Roberts",1984
"Q16223485","Eric Tai",1984
"Q16223540","Damian Welch",1982
"Q16223639","Nicky Griffiths",1985
"Q16223676","James Hoyle",1985
"Q16223767","Andries Mahoney",1985
"Q16229789","JJ Breet",1991
"Q16230210","Ryan Charles",1994
"Q16231307","Lyndon Hartnick",1986
"Q16231561","Hywel Stoddart",1986
"Q16231655","Cecil Dumond",1987
"Q16231689","Vince Gwavu",1987
"Q16231734","Zandré Jordaan",1987
"Q16231783","James Love",1987
"Q16231786","Tertius Maarman",1987
"Q16232093","Reinhardt Erwee",1988
"Q16232132","Jevon Groves",1988
"Q16232318","Jimmy Norris",1988
"Q16232324","Schalk Oelofse",1988
"Q16232382","Deroy Rhoode",1988
"Q16232411","Wentsley Scott",1988
"Q16232442","Shane Spring",1988
"Q16232567","Martin Ferreira",1989
"Q16232700","Inus Kritzinger",1989
"Q16233061","Wesley Cloete",1990
"Q16233070","Craig Ronaldson",1990
"Q16233251","Grant Janke",1990
"Q16233257","Dwayne Jenner",1990
"Q16233447","Sino Nyoka",1990
"Q16233644","Chrislyn van Schalkwyk",1990
"Q16233651","Clinton Wagman",1990
"Q16233777","Renier Erasmus",1991
"Q16233923","Wayne Khan",1991
"Q16234006","Sizo Maseko",1991
"Q16234076","Yamkela Ngam",1991
"Q16234144","Dale Sabbagh",1991
"Q16234892","Buran Parks",1992
"Q16235649","Enoch Mnyaka",1993
"Q16235851","Vukile Sofisa",1993
"Q16235913","Claude Tshidibi",1993
"Q16235999","Stephan Zaayman",1993
"Q16250246","Niwa Kawha",NA
"Q16266660","Laurent Spanghero",1939
"Q16444551","Arūnas Eimutis",1956
"Q16466631","Sonwabo Majola",1993
"Q16526318","Andrea Magli",1992
"Q16528420","Alejandro Travaglini",1947
"Q16530238","Arthur Law",1904
"Q16555526","Federico Piran",1956
"Q16563440","John Geddes",1907
"Q16587529","Phil Mathers",1987
"Q16591970","John Elwyn Jenkins",1933
"Q16638666","Gaspard Nau Valbak",1953
"Q16685244","Émilien van Oost",1980
"Q16728362","Jody Danaher",NA
"Q16728468","Kemal Deen",NA
"Q16728673","Ivan-John du Preez",1994
"Q16730225","Michael Jayasekera",NA
"Q16731362","Lefau Harry Schuster",NA
"Q16732418","Steve Meehan",1966
"Q16732941","Sphu Msutwana",1993
"Q16733105","Pita Nacuva",1943
"Q16735034","Ian Rawcliffe",1948
"Q16749765","Bobby Jones",1900
"Q16750040","E. V. Pieris",1926
"Q16750751","Francis Palmer",1877
"Q16750817","Ernest Chambers",1882
"Q16843850","Alex McGeoch",1855
"Q16848234","Peter Trunkfield",1930
"Q16912415","Alfred Armandie",1884
"Q16917928","Frank Ivory",NA
"Q16939510","Alex Sharman",1977
"Q16964486","Herbert Cook",1900
"Q16964487","Frank Moore",1900
"Q16964503","Ernest Greene",1862
"Q16980082","Mick Dawson",NA
"Q16988480","Darren Hudson",1990
"Q17103915","R. R. Morris",1913
"Q17118022","Hugh Kelly",1849
"Q17129561","Gwong Min Kim",1988
"Q17228274","Kikuo Kimoto",1905
"Q17230068","Mitsugu Fujii",1909
"Q17265499","Torsten Busse",1962
"Q17265510","Helmut Busse",1960
"Q17265518","Jens Riechers",1964
"Q17266719","Joseph Chambers",1864
"Q17274606","Roy Ravana",1993
"Q17330968","Lachlan Rosengreen",1987
"Q17402404","John Arenhold",1931
"Q17403465","Heinrich Steyl",1990
"Q17411224","Jordan Macey",1983
"Q17426006","Oscar Longo",1968
"Q17456270","Marcin Zeszutek",1982
"Q17457552","Wiesław Piotrowicz",1958
"Q17626786","Robert Henderson",1858
"Q17650865","Cristian Onofrei",1987
"Q17805835","Sam Vaevae",1991
"Q18044791","Scott Matthews",1994
"Q18110786","Frank Brooks",1884
"Q18165611","Angus Gardner",1984
"Q18165737","Andrew Lees",1979
"Q18165898","Matt O'Brien",1981
"Q18205288","George Ayoub",1963
"Q18233581","Jack Alfie Capon",1992
"Q18233780","Keith James Robertson",1987
"Q18234931","Thomas William McQueen",1989
"Q18236865","Vladimir Botvinnikov",1984
"Q18236892","Alexander Robert McQueen",1988
"Q18275720","Aleksandr Pervukhin",1958
"Q18379735","Navitalai Senilagakali",1952
"Q18528624","Terence Millin",1903
"Q18529276","James Aikman Smith",1859
"Q18563000","Lemeki Koroi",1969
"Q18632020","James Clark Baker",1866
"Q18639146","Hugh Butterworth",1885
"Q18639577","G.T. Dancer",1911
"Q18640088","Don Sandman",1889
"Q18645954","Charles Anderton",1868
"Q18687933","Alexander Ioannou",1988
"Q18702857","Lewis McIntosh",1858
"Q18715448","Charles Sample",1862
"Q18719703","Bruno María Devoto",2000
"Q18811344","Thomas Voyce",1897
"Q18819555","Lancelot Barrington Ward",1884
"Q18920232","Gerald Hollis",1919
"Q19144256","Gordon Stone",1914
"Q19278094","Detlef Krüger",1943
"Q19280025","Fritz Feyerherm",1935
"Q19281628","Uros Babic",1990
"Q19283909","Gerhard Schubert",1942
"Q19321041","William Rawlinson",1850
"Q19321821","Andrija Jankovic",1985
"Q19321824","Vitor Ljubicic",1991
"Q19321832","Boris Martić",1987
"Q19325708","Frederick Moore",1857
"Q19357612","Henry Blaha",NA
"Q19364977","Brendan Hector",1993
"Q19405223","Luigi Guandalini",1925
"Q19406484","Davide Lanzoni",1915
"Q19412230","Cesare Sarti",NA
"Q19561264","Gordon Lowden",1927
"Q19615693","Henry Ryalls",1858
"Q19623401","Pro Legoete",1976
"Q19623494","Naas Olivier",1982
"Q19631511","Falk Müller",1968
"Q19664328","Harry Manoy",1879
"Q19664886","Phil Pask",NA
"Q19665065","Mick Molloy",1944
"Q19667963","Peter Lawless",1891
"Q19780078","Charles Tillie",1864
"Q19829092","Gwyn Martin",1921
"Q19902028","Edward Buultjens",1913
"Q19958170","Quinton Immelman",1981
"Q20004347","José Antonio Sancha de Prada",1938
"Q20006991","Ionuț Caragea",1975
"Q20020516","Gavin Hadley",NA
"Q20020519","Jonny Rees",NA
"Q20065042","Jon Prusmack",1901
"Q20528524","Rain Kurg",1980
"Q20535312","Ignacio Gutiérrez Müller",1986
"Q20605483","Haas Schoeman",1940
"Q20631060","Marcos Flegmann",1990
"Q20668485","Jan Krzeczkowski",1935
"Q20706919","Ron Rogers",1883
"Q20707584","Emmanuel Iguiniz",1889
"Q20707638","Paul Decamps",1884
"Q20712568","Sione Tuihalamaka",1991
"Q20713492","John Megaw",1909
"Q20733167","Herbert Benjamin Winfield",1879
"Q20733338","Jehoiada Hodges",1877
"Q20734476","Thomas John Price Jenkins",1864
"Q20739035","Robert Montgomery",1866
"Q20744853","Tafadzwa Chitokwindo",1990
"Q20829388","Jack Bond",1920
"Q20851322","Vincent Hart",1994
"Q20876871","Wilfred Stoddart",1871
"Q20880448","Wasim Thajudeen",1984
"Q20987474","Malik Samarawickrama",1949
"Q20994556","Kazimierz Jaremczak",1938
"Q21001538","George Jeffery",1861
"Q21029307","Scott Wisemantel",1970
"Q21035772","Michael Wiringi",1985
"Q21062721","Pio Tuwai",1983
"Q21062772","Tim O'Brien",NA
"Q21063323","John Ross",1967
"Q21066117","Harry Ledger",1994
"Q21070320","Arthur Ongley",1882
"Q21078463","Eddie Dowdall",1901
"Q21328525","Thomas Shanahan",1864
"Q21537974","G. V. Portus",1883
"Q21621611","Dan Jones",1996
"Q21621797","Jack Lea",1994
"Q21622042","Carl Meyer",1991
"Q21622399","Tom Price",1993
"Q21844631","Sergey Sugrobov",1983
"Q21976121","Roger Cornforth",1919
"Q21997590","Duncan Madsen",NA
"Q22001002","Nev Edwards",1987
"Q22003091","Allan Fa'alava'au",1993
"Q22003351","Ewart Bell",1924
"Q22004395","Con Foley",1992
"Q22007105","Sam Myers",1990
"Q22074626","John Cotton",1863
"Q22097692","Kurt McQuilkin",NA
"Q22120757","Shingo Yamamoto",NA
"Q22683308","J. Roche",1900
"Q22958634","Alan Brown",1980
"Q23542620","Scott Andrews",1994
"Q23682406","Guillermo Lamarca",1949
"Q23762358","Dan Leek",NA
"Q23762365","Matthew Leek",NA
"Q23883904","Valdemar Lee-Lo",1995
"Q23948110","Grigore Caracostea",1886
"Q24005442","Chris Long",1985
"Q24034909","Oswald Gebbie",1878
"Q24068924","Antonio Bilbao La Vieja",1892
"Q24196932","Tom Ahearne",NA
"Q24203552","Alexander Kaye Butterworth",1854
"Q24225581","Victor Grenning",1899
"Q24239640","Herbert Burton",1900
"Q24565983","Carlos Huntley-Robertson",1908
"Q24572440","Sebastián Kalm",1993
"Q24702844","Brodie Orth",1985
"Q24845645","Reginald Bell",1894
"Q24913444","Konstantinos Kritsikis",NA
"Q25039621","Reginald Cooper",1900
"Q25189771","Taniela Tupou",1992
"Q25320594","Samoa Toloa",1993
"Q25320596","Fa'alemiga Selesele",1989
"Q25432324","Gustau Boy Lassaleta",1912
"Q25613329","Chris Burger",1952
"Q25613550","Herman van Broekhuizen",1871
"Q25758863","Cecil Garber",1992
"Q26080326","Eduardo Strauch",1947
"Q26436257","Ben Leatigaga",1988
"Q26678261","Will Holder",1991
"Q26703158","David Duffus",1987
"Q26704827","Robert Ashforth",1976
"Q26789983","Joan Losada",1992
"Q26790001","Marcos Poggi",1987
"Q26805329","Christian Doering",1981
"Q26837204","Lugonzo Ligamy",1992
"Q26838726","Dennis Ombachi",1994
"Q26838730","Bush Mwale",1993
"Q26845549","Biko Adema",1987
"Q26906889","André Silva",1988
"Q26923807","Barney Nightingale",1996
"Q26972029","Remigio Sturaro",1940
"Q26973299","Luke Erenavula",1965
"Q26997492","Matteo Silini",1933
"Q27078235","Antonio Danieli",1933
"Q27151052","Kenta Nanjō",1972
"Q27460007","Roger Ducournau",1919
"Q27514781","Roman Rygl",1975
"Q27656359","Innocent Simiyu",1983
"Q27661978","Cecil Ramalli",1919
"Q27736190","Glenn Eisenhauer",1947
"Q27870051","Ralf Stieg",1950
"Q27870056","Frank Pilger",1950
"Q27915155","Jeff Williams",1988
"Q27999656","Maurizio Perego",1959
"Q28026158","Cody Jerabek",1991
"Q28320494","Willi Pagelsdorf junior",1950
"Q28334399","Karl-Heinz Schumann",1950
"Q28334402","Hermann Schwarze",1950
"Q28334407","Hubert Rendelmann",1950
"Q28334410","Heinz Bock",1950
"Q28334417","Karl Wiegmann",1950
"Q28334421","Harry Weigelt",1950
"Q28334430","Eduard-Franz Gadesmann",1950
"Q28334433","Rudolf Badstübner",1950
"Q28334436","Walter Frieling",1914
"Q28334439","Rudolf Kebel",1950
"Q28334443","Helmut Billerbeck",1950
"Q28334947","Hans Schumann",1950
"Q28334952","Hans Albers",1950
"Q28334965","Horst Schumann",1950
"Q28405140","Peter Rheuben",1931
"Q28465198","Duncan Kelm",1988
"Q28465320","Michael Lynch",1942
"Q28497347","Nazir Gasanov",1985
"Q28497449","Magomed Davudov",1991
"Q28663810","Luis Anselmo Bonamín",1955
"Q28688208","Toshitsugu Yamamoto",1964
"Q28741444","Shaun MacDonald",1994
"Q28784525","Gerry Lowe",1927
"Q28836949","Billy Williams",1861
"Q28869048","Walt Elder",1991
"Q28873199","James Fleming",1987
"Q28921562","John Burton",1925
"Q29034229","Steve Gray",1963
"Q29045687","William Hallaran",1861
"Q29948843","Silvio Wicht",1950
"Q30106165","Ivor Stirling",1916
"Q30122042","Matt Carroll",NA
"Q30232336","Arun Sankosik",1925
"Q30339457","Marcel Martin",1933
"Q30880249","Vladimir Dolgin",1962
"Q31281901","Tomás Pardo Vidal",1957
"Q31281922","David Monreal Izquierdo",1976
"Q31281934","Salvador Torres Ortega",1956
"Q33044579","Moses Sorovi",1996
"Q34370933","Billy Christmas",1879
"Q39072014","George Wilson",1944
"Q39074771","Harry Robinson",1969
"Q41213939","Vernon Schokman",1905
"Q41530142","Robson Blake",1995
"Q41776840","Morten Rune Nielsen",1973
"Q42306587","Andrew Kneisly",1983
"Q42533786","Alex Karonias",1985
"Q42911506","Enrique Román Sierra",1955
"Q42912980","JayJay Boske",1986
"Q42950276","Allen Stoneham",1856
"Q43203890","Francis Cullimore",1976
"Q43204162","Cyril Parsloe",1908
"Q43260423","Ben Jones",1998
"Q44008884","Stefan Mau",1989
"Q44155621","Vyacheslav Viktorovich",1983
"Q46745547","Waller Hobson",1851
"Q46988633","Nigel Carolan",1974
"Q47016765","Maciej Sienkiewicz",1980
"Q47450803","Mărgărit Blăgescu",1925
"Q47452825","Andrei Temnov",1983
"Q47453349","Pavel Butenko",1987
"Q47453442","Kirill Kopeshkin",1987
"Q47510814","Bertrand Perez",1994
"Q47511405","René Cavally",1870
"Q47545629","Brian O'Donnell",1960
"Q47843689","Gustave Duchamps",1871
"Q48644216","Marney Cunningham",1933
"Q48815774","Max Williams",1998
"Q49988437","Cameron Stones",1992
"Q50349416","Antonin Psurny",1927
"Q50390208","Gordon Kinvig",1888
"Q50571065","Bruce Craig",1962
"Q50572184","Frank O'Driscoll",NA
"Q50572263","Barry O'Driscoll",1943
"Q51325049","William Edward Ashley Cummins",1858
"Q51555363","Ciaran Gaffney",1995
"Q51882540","Matheus da Cruz Daniel",1990
"Q51955043","Cornel Popescu",1960
"Q52450934","Cillian Gallagher",1997
"Q54861308","Dan Babos",2000
"Q54868524","Fritz Grunebaum",1913
"Q55362440","Bill Nicholson",1909
"Q55456020","Frank Sholl Scott",1886
"Q55584141","Jason Harries",1989
"Q55605198","Ben Murphy",1996
"Q55972865","Jack McPhee",NA
"Q55979183","Wal Mackney",1905
"Q56179554","Iwan Jones",NA
"Q56180185","A R Lewis",NA
"Q56256021","Miroslav Šafařík",1949
"Q56351231","Big Mike",1994
"Q56490199","John Collins",1931
"Q56864026","Raúl Taquini",1965
"Q57017208","Henry Joynt",1931
"Q57239159","Eduardo Morgan",1901
"Q57496145","Edmund Linwood Strong",1861
"Q58085647","Larry Warke",1927
"Q58085712","Harvey Druitt",1910
"Q58175672","James McKelvey",1933
"Q58193466","Noel Mahony",1913
"Q58667910","Cullen M. Taniguchi",1976
"Q58822115","Jean Sabathé",NA
"Q59588635","Adderley Edward Wilkinson",1887
"Q59660663","Nicolas Chauvin",2000
"Q59678549","Gertjie Brynard",1938
"Q60441845","Pierre Bavozet",1881
"Q60528211","Lionel Bostock",1888
"Q60693951","Kevin Quinn",1923
"Q60696600","Hugh McLaren",1926
"Q60749804","Arthur Wallis",1868
"Q60749976","Gerry Quinn",1917
"Q60750473","Harry Read",1888
"Q60750679","David Pigot",1900
"Q60752438","Herbert Aston",1885
"Q60828867","Pavel Baranovsky",1974
"Q60832404","Conrad Miret i Musté",1906
"Q61000712","Diego Padilla",NA
"Q61118005","Denis Zdorovets",1994
"Q61137468","Irakli Kiziriya",1941
"Q61594926","Kolby Francis",1996
"Q61608009","Chulainn Mabbett-Sowerby",NA
"Q61835007","Jack Evans",1997
"Q61853285","Umberto Silvestri",1915
"Q61985154","Mikaël Balat",1980
"Q61987515","Anthony Hudson",1985
"Q61987744","Jérôme Prévitali",1983
"Q61987932","Philippe Spanghero",1985
"Q62001579","Thomas Bartolini",1989
"Q62011496","Lisandro Gomez Lopez",1988
"Q62121869","Francis Hodder",1906
"Q62268845","Nikolay Nerush",1960
"Q63093173","Peter Crittle",1939
"Q63101548","Martim Aguiar",NA
"Q63111182","Lloyd Linton",1988
"Q63616660","Jerónimo Bello",1993
"Q63699755","Claude Ezoua",1956
"Q63727439","William Stafford",1854
"Q63974056","Joy Marshall",1867
"Q64374397","Harold Fawcus",1876
"Q64438125","Christian Martin",1971
"Q64480837","Janusz Wilk",1962
"Q64606142","Ange Rocchesani",NA
"Q65029319","John O'Donnell",1993
"Q65053769","William Anderson",NA
"Q65123937","Davit Meskhi",1997
"Q65124454","Nikolai Pochechuev",1991
"Q65125644","Andrey Igretsov",1985
"Q65158296","Tony Moggio",1985
"Q65172204","Nikita Churashov",1996
"Q65248712","Takashi Sasaki",1959
"Q65475435","Heta Stewart",1869
"Q65587574","Jacques Jorda",1948
"Q65952980","Dermot Milman",1912
"Q65965469","Grant Cederwall",1959
"Q66764470","Jean-Luc Barthés",1959
"Q66817493","Trevor Glover",1951
"Q67088514","Stéphane Onambele",1993
"Q67186604","Toby Allchurch",1958
"Q67267295","Ignasi Planas Rivas",1971
"Q69450096","Dumitru Popescu-Colibași",1912
"Q69496137","Jeffrey Sayle",NA
"Q75264043","Arthur Charles Fraser Gore",1857
"Q75340406","William Mann",1885
"Q75409515","Henry Drew-Smythe",1891
"Q75412206","David Taylor Arnott",1855
"Q75511616","Stewart Armit Macdonald Bruce",1858
"Q75547931","Edward Croker",1849
"Q75562686","Fred Chapman",1887
"Q75579006","Archibald FitzGerald Law",1853
"Q75616202","Mortimer Reddington",1899
"Q75621605","Paul Davies-Cooke",1916
"Q75637028","Herbert William Andrews",1866
"Q75641727","John Christopher Bagot",1856
"Q75892855","George Fagan",1858
"Q75892856","Arthur Roberts St. Leger Fagan",1862
"Q75897821","James Gordon Franks",1875
"Q75950527","William Joshua Goulding",1856
"Q75990847","Carmichael Purser",1876
"Q76047044","Lance Bromley",1920
"Q76137565","Walter Eyres",1895
"Q76178402","Reginald Francis Arthur Hobbs",1878
"Q76203777","Dirk Jackson",1885
"Q76224002","Thomas Greeves",1886
"Q76321591","Arthur Tompson Michell",1852
"Q76332987","James Hutton",1906
"Q76970579","Hirohisa Kato",NA
"Q77834145","Bernard Wieczorek",1938
"Q78234249","David Wrench",1936
"Q78309659","Noel Turley",1936
"Q78326385","Gerry Culliton",1936
"Q79228437","José Rivali",1904
"Q79450796","Andy Macpherson",1982
"Q79491893","Théo Barada",NA
"Q80836930","Nicolás Solveyra",1995
"Q80879731","Nathaniel Werry",1847
"Q81150387","Everett Hales",1876
"Q81696302","Wally Mendelson",1872
"Q83003134","Pierre Senetaire",NA
"Q83182788","Wally Holmes",1925
"Q84204249","James Robertson",1854
"Q84460681","Kentaro Yoshioka",1995
"Q85758659","Edward Walsh",1861
"Q85852608","Duglas Kavtelashvili",1947
"Q85866139","Alexey Scobiola",1991
"Q86525077","Mirosław Janeczko",1961
"Q87076519","Pierre Claret",1931
"Q87472477","Jerzy Klockowski",1940
"Q87740471","Caine Woolerton",1999
"Q88549254","Jan Lüdeke",1985
"Q89410039","Jacques Aspekian",1928
"Q89411885","Mihovil Rađa",1931
"Q89579292","Ranald Cuthbertson",1899
"Q89837220","Jeremy Reingold",NA
"Q89892200","Fraser MacAllister",1908
"Q90291296","Iain Todd",1924
"Q91110577","Jim Stevenson",1956
"Q91244251","Ed Crozier",1959
"Q91247367","Rob Flockhart",NA
"Q92213940","Guy Bruzy",1941
"Q92408269","Vincent Meredith",1877
"Q92540952","Jimmy McNeil",NA
"Q92731216","Philippe Tayeb",1968
"Q92750400","Philippe Celhay",1954
"Q93484797","Raoul Pérez",1923
"Q93493609","Robert Caillou",1918
"Q93838497","Ricey Phillips",1920
"Q94020319","Pierre Taillantou",1920
"Q94297569","Bill Collins",1911
"Q94368610","Rae Tod",1913
"Q94553857","Germain Calbète",1918
"Q94636659","Maurice Brunetaud",1912
"Q94652685","Raphaël Saris",1915
"Q94704965","Louis Brané",1911
"Q95601513","Simon Forrest",1969
"Q95697512","Gaston Combes",1920
"Q95800777","Charles Hervoche",1885
"Q96046747","Joseph Griffard",1905
"Q96049688","Maurice Ravidat",1875
"Q96050618","André Micq-Jouande",1909
"Q96051251","Cyprien Estoueigt",1910
"Q96064838","Élisée Domercq",1905
"Q96109173","Joseph de Guanderax",1888
"Q96112373","Anthony van Ryneveld",1925
"Q96181789","Norman MacLachlan",1858
"Q96212238","Brendan McKerchar",1983
"Q96242117","Alejandro Scolni",1962
"Q96263162","René Dassé",1925
"Q96333387","Gordon Dixon",1949
"Q96381883","Ian Rankin",NA
"Q96401737","Rhys Davies",1998
"Q96402252","Robert Strang",1959
"Q96473654","Marcel Daffis",1911
"Q96739686","Jean de Cours",NA
"Q97102697","Adrianna Lilii",1970
"Q97143853","Jacques Mazoin",1929
"Q97169155","Shegebay Baurzhan",1994
"Q97170695","Sunia Latu",1996
"Q97182189","Valery Khlutkov",1987
"Q97369800","Peter Carroll",1941
"Q97640748","Petru Botnaraș",1987
"Q97818657","William Andrew Cuscaden",1853
"Q97907544","Alexander Mein",1854
"Q98072183","José Luis Inciarte",1948
"Q98085193","Revaz Brodzeli",1994
"Q98085220","Dmitry Gritsenko",1992
"Q98183187","Warwick Watkins",1950
"Q98640212","Matt Te Pou",NA
"Q98801378","Ian Barr",1963
"Q98929430","Octav Luchide",1901
"Q99312247","Giuseppe Sorrentino",1974
"Q100316628","Apenisa Kurisaqila",1933
"Q100747472","Chesney Crosby",1992
"Q101693579","Dante Gavrilita",1997
"Q102338590","Shaun Disney",1942
"Q102511290","Rodolphe Esteve",1966
"Q104128392","Ewart Potgieter",1998
"Q104178908","Billy Price",2000
"Q104440899","Mark Griffin",1975
"Q104538873","Toshikazu Kitora",1952
"Q104622997","Paul Walters",1992
"Q104763428","David Beynon",1919
"Q104833631","John Burgess",1924
"Q104834972","Chris Stephens",1975
"Q105004202","Jean-Pierre Sauret",1946
"Q105258480","Kimihisa Shiozaki",NA
"Q105258980","Shinji Aida",NA
"Q105393782","John Stewart",1988
"Q105470170","Cameron MacLeod",1899
"Q105470473","Douglas MacLeod",1901
"Q105477408","Andy Moore",1968
"Q105530273","Gordon Dill Long Smyth",1929
"Q105572440","Jordan Way",1994
"Q105682232","Frédéric Combemale",1876
"Q105698490","John Kingston",1960
"Q105704350","Mitsunobu Naoe",NA
"Q105746653","Shakur Welcome",1997
"Q105783037","James Doleman",1991
"Q106092667","Jud Arthur",NA
"Q106247703","Lado Guniava",NA
"Q106271952","Alexander Palmer",1887
"Q106497710","Steve Hotton",NA
"Q106604314","Paul Cooke",1967
"Q106645132","David Latta",NA
"Q106950924","Benjamin Ayimba",1976
"Q106963271","Summa Navaratnam",1925
"Q107103821","Robert Chabannes",1906
"Q107119691","Darrell Dyer",1992
"Q107334314","Llewelyn Jones",1993
"Q107351817","Ro Hindson",1951
"Q107359222","George Pattullo",1893
"Q107361081","Irakli Simsive",2000
"Q107421289","Bruce Breen",1961
"Q107421312","Randy McKellar",1962
"Q107421319","Bill Handson",1954
"Q107432224","Ross Breen",1956
"Q107442827","Ciaran O'Flynn",1995
"Q107481293","John Lecky",1960
"Q107501962","Toby Sheen",1905
"Q107598778","Ian Stuart",1961
"Q107598818","Tom Woods",1962
"Q107793165","Tevita Bloomfield",1949
"Q108052520","Mike Siano",1963
"Q108083418","Sheham Siddik",NA
"Q108109395","Clark Laidlaw",1977
"Q108264184","Rob Heming",1932
"Q108278312","George Robinson",1997
"Q108422831","Evgeny Antonov",1939
"Q108510490","Ken Poole",1953
"Q108544007","Owain Williams",1965
"Q108556377","Yoan Gaune",1993
"Q108639717","Stanislav Vladimirovich",1971
"Q108657431","J.V. Smith",1926
"Q108743404","Charles Domercq",1896
"Q108752232","Barry Adams",1918
"Q108753620","Wilton Ernest Henley",1907
"Q108753884","Robert M. Kark",1911
"Q108776969","Hiroshi Moriyama",1966
"Q108777161","Masaru Takeuchi",1973
"Q108838500","Matthew Kailey Fosh",1957
"Q108841155","Keith Macdonald",1933
"Q108917395","Sylvain Ménichelli",1927
"Q109016501","Gholamreza Shah Hosseini Ardakani",1989
"Q109077443","Joseph Guasch",1931
"Q109170321","John Walters",1956
"Q109353691","Eric Walker",NA
"Q109452924","Toshimasa Sekiya",1984
"Q109461088","Maksim Shevtsov",2001
"Q109491100","Yuri Nikolaev",1962
"Q109494248","Sergey Molchanov",1967
"Q109558101","John Horton",1951
"Q109615199","Germain Burgaud",1996
"Q109781593","Radhika Hettiarachchi",1977
"Q109829418","Indrajith Bandaranayake",NA
"Q110008032","Javid Zadaskar",NA
"Q110157211","Bob Templeton",1932
"Q110251040","Oleg Azarenko",1977
"Q110269645","Igor Mironov",1960
"Q110300883","Karim Boudi",1983
"Q110301262","Nabil Benhamouda",1985
"Q110301283","Jilali Aib",1983
"Q110301754","Philippe Fourquet",1960
"Q110314513","Josep Aguilar Cortiella",NA
"Q110399988","Robert Sarrade",1904
"Q110408490","Marcel de Laborderie",1899
"Q110409135","John Hirsch",1883
"Q110426327","Yoan Saby",NA
"Q110597574","Marcel Tucoo-Chala",1916
"Q110601661","Clifford Wells",1872
"Q110619963","Jean Plaa",1899
"Q110634846","Kevin Flynn",1939
"Q110637488","Robert Duthen",1921
"Q110773682","Eugene Ruiz",1939
"Q110774548","Robert Toyos",1937
"Q110776452","Jean-Baptiste Doumecq",1940
"Q110808786","Anthony Siaguru",1946
"Q110835096","Shalako Groenewald",1993
"Q110835358","Robert Herridge",1989
"Q110878990","René Bernardini",1902
"Q110886845","Fernand Laclau",1907
"Q110887047","Joseph Châtelain",1900
"Q110887343","Gustavo Zerbino",1953
"Q110939535","Angus Mabey",NA
"Q111075603","Edouard Salsé",1923
"Q111130676","Luke Rossouw",NA
"Q111209657","Kenneth Ford",NA
"Q111232420","Sylvain Bourbon",1955
"Q111333433","Jean Domercq",1886
"Q111470864","Christophe Ridley",1993
"Q111593080","John Rushmere",1939
"Q111603600","Harry Khasigian",NA
"Q111675207","Max Godemet",1949
"Q111680635","Alexandre Salat",1915
"Q111685965","Arthur Samuelson",1974
"Q111698148","Anuja Perera",1985
"Q111698177","Manjula Damith Siripala",NA
"Q111730167","William Frederick Blick",1974
"Q111904067","Marcel Nourrit",1911
"Q111944549","Baptiste Carbo",1910
"Q112116444","Vincent Martimpé-Gallart",1914
"Q112181034","Bernard Cesses",1920
"Q112196038","John E. Highton",1935
"Q112238586","Makoto Taniguchi",NA
"Q112239914","Yuichi Fujishima",NA
"Q112760405","Hans Brian",1940
"Q112819424","Bernard Pujol",NA
"Q112845688","Mateo Ibanez",2000
"Q112873522","Jake Stamenkovic",NA
"Q112989850","Roman Malikov",1959
"Q112989853","Dmitry Shmakov",1966
"Q112989855","Mikhail Sharkov",1962
"Q112989857","Roman Romak",1970
"Q112989866","Viktor Kovtun",1965
"Q112989867","Igor Vashkevich",1962
"Q112989868","Igor Fedorov",1997
"Q112989870","Leonid Kovel",1958
"Q112989871","Grigory Zakhlivny",1952
"Q112989872","Anatoly Gonyany",1954
"Q112989873","Evgeniy Kozhin",1950
"Q113459729","Ben Tod",1908
"Q113546286","Gérard Freyssenge",1949
