"playerId","playerName","teamWdId","teamRsId","teamName","startYear","endYear","matchesPlayed","pointsScored","dataSource"
"Q18455","Ben Tune","Q1368281",253,"Queensland Reds",1995,2007,112,155,"esWP; enWP; WD; frWP; esWP"
"Q18455","Ben Tune","Q622443",86,"Australia national rugby union team",1996,2006,47,120,"WD; frWP; enWP"
"Q77848","Sascha Fischer","Q1024459",199,"CS Bourgoin-Jallieu",1996,2003,NA,NA,"WD; frWP; enWP"
"Q77848","Sascha Fischer","Q952709",182,"CA Périgueux",2003,2006,6,0,"frWP; enWP"
"Q77848","Sascha Fischer","Q3220658",546,"Bugue Athletic Club",2006,2008,17,0,"enWP; WD; frWP"
"Q77848","Sascha Fischer","Q695374",116,"Germany national rugby union team",2006,2008,27,0,"WD; frWP"
"Q77848","Sascha Fischer","Q833432",148,"DSV 78 Hannover",2008,2013,NA,NA,"frWP; enWP"
"Q77848","Sascha Fischer","Q695374",116,"Germany national rugby union team",NA,2007,27,0,"enWP"
"Q127613","Patrick Lambie","Q744636",121,"Sharks",2007,2017,71,746,"WD; frWP; itWP; esWP; enWP; jaWP"
"Q127613","Patrick Lambie","Q18379627",2403,"South Africa national under-18 rugby union team",2008,2008,1,5,"enWP"
"Q127613","Patrick Lambie","Q498478",52,"South Africa national rugby union team",2008,2016,57,154,"WD; frWP; itWP; esWP; enWP"
"Q127613","Patrick Lambie","Q3644047",797,"South Africa national under-20 rugby union team",2010,2010,5,75,"enWP"
"Q127613","Patrick Lambie","Q807749",136,"Barbarian FC",2013,2013,3,21,"enWP"
"Q127613","Patrick Lambie","Q3873494",822,"Emerging Springboks",2016,2016,1,6,"enWP"
"Q127613","Patrick Lambie","Q118498",10,"Racing 92",2017,2019,18,60,"enWP; jaWP; frWP; itWP; esWP"
"Q127613","Patrick Lambie",NA,6207,"College Rovers",NA,NA,NA,NA,"frWP"
"Q128407","Martín Bustos Moyano","Q5202720",1162,"Córdoba Athletic Club",1999,2009,NA,NA,"frWP; esWP"
"Q128407","Martín Bustos Moyano","Q646070",101,"Argentina national rugby union team",2008,2013,4,43,"WD; frWP; enWP"
"Q128407","Martín Bustos Moyano","Q2060356",331,"Pampas XV",2009,2010,5,31,"enWP; WD; frWP; esWP"
"Q128407","Martín Bustos Moyano","Q596985",76,"Montpellier Hérault Rugby",2010,2013,71,713,"WD; frWP; esWP; enWP"
"Q128407","Martín Bustos Moyano","Q630112",88,"Aviron Bayonnais",2013,2019,125,1011,"WD; frWP; esWP; enWP"
"Q131895","Ross Filipo","Q2414175",361,"Marlborough Rugby Union",2001,2001,7,0,"WD; frWP"
"Q131895","Ross Filipo","Q104856087",2905,"Tasman Rugby Union Team",2001,2001,7,0,"enWP"
"Q131895","Ross Filipo","Q1476647",270,"Wellington Rugby Football Union Team",2002,2008,47,50,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q959847",188,"Crusaders",2004,2009,45,40,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q1490464",271,"Maori All Blacks team",2005,2008,7,0,"frWP; enWP"
"Q131895","Ross Filipo","Q749756",124,"New Zealand A national rugby union team",2007,2007,3,10,"WD; enWP"
"Q131895","Ross Filipo","Q55801",6,"New Zealand national rugby union team",2007,2008,5,0,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q630112",88,"Aviron Bayonnais",2009,2011,43,25,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q1150127",231,"Wasps RFC",2011,2012,17,15,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q1476647",270,"Wellington Rugby Football Union Team",2012,2014,17,49,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q586617",72,"Chiefs",2013,2015,7,0,"WD; frWP; enWP"
"Q131895","Ross Filipo","Q118498",10,"Racing 92",2015,2016,8,0,"frWP; enWP"
"Q131895","Ross Filipo","Q104856096",2908,"Hawke's Bay Rugby Union Team",2016,2017,6,0,"frWP; enWP"
"Q131895","Ross Filipo","Q2981203",478,"Coca Cola West Red Sparks",2017,2018,2,0,"frWP; enWP"
"Q135385","Israel Dagg","Q104856096",2908,"Hawke's Bay Rugby Union Team",2006,2017,50,86,"frWP; esWP; itWP; enWP"
"Q135385","Israel Dagg","Q7016264",1564,"New Zealand national under-19 rugby union team",2007,2007,3,11,"enWP"
"Q135385","Israel Dagg","Q749756",124,"New Zealand A national rugby union team",2009,2009,3,5,"enWP"
"Q135385","Israel Dagg","Q1210077",240,"Highlanders",2009,2010,25,133,"WD; frWP; itWP; esWP; enWP"
"Q135385","Israel Dagg","Q55801",6,"New Zealand national rugby union team",2010,2017,66,138,"WD; frWP; itWP; esWP; enWP"
"Q135385","Israel Dagg","Q959847",188,"Crusaders",2011,2018,89,140,"WD; frWP; itWP; esWP; enWP"
"Q135385","Israel Dagg","Q5033238",1056,"Yokohama Canon Eagles",2018,2018,3,0,"frWP; itWP; esWP; enWP"
"Q138586","Gurthrö Steenkamp","Q266149",22,"Cheetahs",2002,2003,23,10,"itWP; frWP; esWP; enWP"
"Q138586","Gurthrö Steenkamp","Q1210146",241,"Lions",2003,2004,9,5,"WD; frWP; enWP"
"Q138586","Gurthrö Steenkamp","Q885646",156,"Bulls",2004,2011,81,30,"WD; frWP; esWP; enWP; itWP"
"Q138586","Gurthrö Steenkamp","Q498478",52,"South Africa national rugby union team",2004,2014,53,30,"WD; frWP; itWP; enWP"
"Q138586","Gurthrö Steenkamp","Q431412",44,"Stade Toulousain",2011,2017,128,5,"WD; frWP; itWP; esWP; enWP"
"Q138586","Gurthrö Steenkamp","Q1361000",252,"Stade Français Rugby",2017,2018,10,0,"WD; frWP; itWP; esWP; enWP"
"Q138722","Stephen Donald","Q104856095",2907,"Counties Manukau Rugby Union Team",2001,2003,22,175,"frWP; enWP; itWP; esWP"
"Q138722","Stephen Donald","Q7016267",1565,"New Zealand national under-21 rugby union team",2003,2004,9,68,"enWP"
"Q138722","Stephen Donald","Q104901906",2915,"Waikato Rugby Union Team",2004,2016,60,494,"frWP; itWP; esWP; enWP"
"Q138722","Stephen Donald","Q749756",124,"New Zealand A national rugby union team",2005,2007,10,69,"enWP"
"Q138722","Stephen Donald","Q586617",72,"Chiefs",2005,2011,85,858,"WD; frWP; itWP; esWP; enWP"
"Q138722","Stephen Donald","Q55801",6,"New Zealand national rugby union team",2008,2011,25,116,"WD; frWP; itWP; enWP"
