"playerId","playerName","teamWdId","teamRsId","teamName","startYear","endYear","matchesPlayed","pointsScored","dataSource"
"Q26037","Quade Cooper","Q1368281",253,"Queensland Reds",2017,2017,12,79,"frWP; enWP"
"Q26037","Quade Cooper","Q2881429",424,"Brisbane City",2017,2018,13,103,"frWP; itWP"
"Q26037","Quade Cooper","Q1368281",253,"Queensland Reds",2017,2018,12,79,"itWP"
"Q26037","Quade Cooper","Q3492339",650,"Souths Rugby",2018,2018,11,57,"jaWP; enWP"
"Q26037","Quade Cooper","Q1300399",247,"Melbourne Rebels",2019,2019,16,116,"WD; jaWP; frWP; itWP; enWP"
"Q26037","Quade Cooper","Q5362952",1215,"Hanazono Kintetsu Liners",2019,2025,53,411,"WD; jaWP; frWP; itWP; enWP"
"Q29880","Ben Botica","Q855496",152,"Biarritz Olympique",2008,2009,NA,NA,"frWP"
"Q29880","Ben Botica","Q104855944",2904,"North Harbour Rugby Union Team",2009,2011,19,168,"frWP"
"Q29880","Ben Botica","Q104855944",2904,"North Harbour Rugby Union Team",2009,2012,17,168,"enWP"
"Q29880","Ben Botica","Q952709",182,"CA Périgueux",2011,2012,18,208,"WD; frWP; enWP"
"Q29880","Ben Botica","Q1149835",230,"Harlequin F.C.",2012,2016,95,551,"WD; frWP; enWP"
"Q29880","Ben Botica","Q596985",76,"Montpellier Hérault Rugby",2016,2016,9,65,"enWP"
"Q29880","Ben Botica","Q596985",76,"Montpellier Hérault Rugby",2016,2017,9,65,"frWP"
"Q29880","Ben Botica","Q636019",92,"Oyonnax Rugby",2017,2019,60,687,"frWP; enWP"
"Q29880","Ben Botica","Q1865460",316,"Union Bordeaux Bègles",2019,2021,47,243,"frWP; enWP"
"Q29880","Ben Botica","Q964957",189,"Castres Olympique",2021,2023,18,105,"frWP; enWP"
"Q29880","Ben Botica","Q3492488",651,"Soyaux Angoulême XV Charente",2023,NA,45,398,"frWP; enWP"
"Q29880","Ben Botica","Q7056706",1583,"North Shore Rugby Football Club",NA,NA,NA,NA,"enWP"
"Q31193","Ben Smith","Q7016267",1565,"New Zealand national under-21 rugby union team",2007,2007,1,5,"enWP"
"Q31193","Ben Smith","Q104856109",2911,"Otago Rugby Union Team",2007,2012,59,75,"jaWP; frWP; enWP"
"Q31193","Ben Smith","Q104856109",2911,"Otago Rugby Union Team",2007,2016,37,50,"itWP"
"Q31193","Ben Smith","Q104856109",2911,"Otago Rugby Union Team",2008,2009,NA,NA,"esWP"
"Q31193","Ben Smith","Q1210077",240,"Highlanders",2009,2019,159,205,"jaWP; frWP; itWP; esWP; enWP"
"Q31193","Ben Smith","Q55801",6,"New Zealand national rugby union team",2009,2019,84,195,"WD; frWP; itWP; enWP"
"Q31193","Ben Smith","Q15055309",2145,"Section Paloise",2019,2020,7,0,"jaWP; frWP; itWP; esWP; enWP"
"Q31193","Ben Smith","Q3198123",542,"Kobelco Kobe Steelers",2020,2022,11,10,"jaWP; itWP"
"Q31193","Ben Smith","Q3198123",542,"Kobelco Kobe Steelers",2021,2022,11,10,"esWP; enWP"
"Q46171","Pekahou Cowan","Q4824649",934,"Australian Schoolboys national rugby union team",2003,2004,0,0,"WD; enWP"
"Q46171","Pekahou Cowan","Q915507",161,"Western Force",2006,2017,130,25,"WD; frWP; enWP"
"Q46171","Pekahou Cowan","Q3376168",586,"Perth Spirit",2007,2007,4,1,"frWP; enWP"
"Q46171","Pekahou Cowan","Q3376168",586,"Perth Spirit",2007,2008,NA,NA,"WD"
"Q46171","Pekahou Cowan","Q4823557",931,"Australia A national rugby union team",2008,2008,0,0,"WD; enWP"
"Q46171","Pekahou Cowan","Q622443",86,"Australia national rugby union team",2009,2014,10,0,"WD; jaWP; frWP; enWP"
"Q46171","Pekahou Cowan","Q3376168",586,"Perth Spirit",2014,2014,4,1,"enWP"
"Q46171","Pekahou Cowan","Q3376168",586,"Perth Spirit",2014,2017,11,4,"frWP"
"Q46171","Pekahou Cowan","Q3376168",586,"Perth Spirit",2016,2017,8,2,"enWP"
"Q46171","Pekahou Cowan","Q21019486",2479,"Shimizu Koto Blue Sharks",2019,2020,8,5,"jaWP; frWP; enWP"
"Q46171","Pekahou Cowan","Q915507",161,"Western Force",2020,2020,10,2,"frWP; enWP"
"Q46171","Pekahou Cowan","Q534417",61,"New South Wales Waratahs",2021,2021,1,0,"frWP; enWP"
"Q46171","Pekahou Cowan","Q1476647",270,"Wellington Rugby Football Union",2021,NA,NA,NA,"frWP"
"Q46223","Stephen Hoiles","Q3418861",606,"Randwick DRUFC",2002,2016,14,15,"enWP"
"Q46223","Stephen Hoiles","Q534417",61,"New South Wales Waratahs",2004,2006,27,10,"WD; frWP; itWP; enWP"
"Q46223","Stephen Hoiles","Q622443",86,"Australia national rugby union team",2004,2008,16,15,"WD; frWP; itWP; enWP"
"Q46223","Stephen Hoiles","Q605245",80,"ACT Brumbies",2006,2011,48,30,"frWP; itWP"
"Q46223","Stephen Hoiles","Q605245",80,"ACT Brumbies",2007,2011,48,10,"enWP"
"Q46223","Stephen Hoiles","Q3418861",606,"Randwick DRUFC",2012,NA,6,0,"itWP"
"Q46223","Stephen Hoiles","Q16912004",2210,"New South Wales Country Eagles",2014,2014,4,5,"frWP; enWP"
"Q46223","Stephen Hoiles","Q534417",61,"New South Wales Waratahs",2014,2015,32,32,"frWP; itWP; enWP"
"Q46223","Stephen Hoiles","Q16912004",2210,"New South Wales Country Eagles",2015,NA,4,5,"itWP"
"Q46223","Stephen Hoiles",NA,7874,"Coogee Seahorses Rugby Union Club",NA,NA,NA,NA,"enWP"
"Q46393","Yoan Audrin","Q1781643",309,"AS Béziers Hérault",2002,2006,72,120,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q630112",88,"Aviron Bayonnais",2006,2007,24,35,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q2002695",324,"US Montauban",2007,2009,49,70,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q964957",189,"Castres Olympique",2009,2011,52,70,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q596985",76,"Montpellier Hérault Rugby",2011,2014,55,55,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q118498",10,"Racing 92",2014,2016,18,5,"WD; frWP; enWP"
"Q46393","Yoan Audrin","Q109665838",3045,"Stade Piscénois Rugby",NA,NA,NA,NA,"frWP"
"Q46396","Benoît Paillaugue","Q756594",126,"Stade Rochelais",2004,2005,NA,NA,"frWP"
"Q46396","Benoît Paillaugue","Q1361000",252,"Stade Français Rugby",2005,2007,NA,NA,"frWP"
"Q46396","Benoît Paillaugue","Q1361000",252,"Stade Français Rugby",2007,2008,2,0,"frWP; enWP"
"Q46396","Benoît Paillaugue","Q1361000",252,"Stade Français Rugby",2007,2009,NA,NA,"WD"
"Q46396","Benoît Paillaugue","Q779116",129,"FC Auch Gers",2008,2008,12,62,"frWP"
"Q46396","Benoît Paillaugue","Q779116",129,"FC Auch Gers",2008,2009,12,62,"enWP"
"Q46396","Benoît Paillaugue","Q779116",129,"FC Auch Gers",2009,2009,NA,NA,"WD"
"Q46396","Benoît Paillaugue","Q596985",76,"Montpellier Hérault Rugby",2009,2022,275,1354,"WD; frWP; enWP"
"Q46396","Benoît Paillaugue","Q1857064",315,"RC Toulonnais",2022,2023,27,79,"frWP; enWP"
"Q56812","Thomas Combezou","Q297901",27,"ASM Clermont Auvergne",2004,2006,NA,NA,"frWP"
"Q56812","Thomas Combezou","Q297901",27,"ASM Clermont Auvergne",2006,2009,15,10,"WD; frWP; enWP"
"Q56812","Thomas Combezou","Q756594",126,"Stade Rochelais",2009,2011,56,65,"WD; frWP; enWP"
"Q56812","Thomas Combezou","Q596985",76,"Montpellier Hérault Rugby",2011,2014,76,40,"WD; frWP; enWP"
"Q56812","Thomas Combezou","Q964957",189,"Castres Olympique",2014,2023,213,230,"WD; frWP; enWP"
"Q56812","Thomas Combezou","Q756594",126,"Stade Rochelais",2015,NA,NA,NA,"WD"
"Q56812","Thomas Combezou","Q102422275",2892,"Union sportive usselloise",2022,2023,NA,NA,"frWP"
"Q56822","Gerhard Vosloo","Q885646",156,"Bulls",2002,2002,8,25,"enWP"
"Q56822","Gerhard Vosloo","Q1170708",233,"Pumas",2003,2003,20,45,"enWP"
"Q56822","Gerhard Vosloo","Q1210146",241,"Lions",2004,2006,15,25,"WD; frWP; enWP; enWP"
"Q56822","Gerhard Vosloo","Q1210146",241,"Lions",2005,2005,11,10,"frWP"
"Q56822","Gerhard Vosloo","Q964957",189,"Castres Olympique",2006,2008,45,30,"WD; frWP; enWP"
"Q56822","Gerhard Vosloo","Q1022912",197,"CA Brive",2008,2011,71,45,"WD; frWP; enWP"
"Q56822","Gerhard Vosloo","Q297901",27,"ASM Clermont Auvergne",2011,2014,61,65,"WD; frWP; enWP"
"Q56822","Gerhard Vosloo","Q1857064",315,"RC Toulonnais",2014,2015,14,5,"WD; frWP"
"Q56822","Gerhard Vosloo","Q1857064",315,"RC Toulonnais",2014,2016,15,0,"enWP"
"Q56824","Fabien Cibray",NA,7397,"USA Mirande",1989,2000,NA,NA,"frWP"
"Q56824","Fabien Cibray","Q2946443",460,"CA Lannemezan",2000,2001,NA,NA,"frWP"
"Q56824","Fabien Cibray","Q634843",89,"Tarbes Pyrénées Rugby",2001,2002,NA,NA,"frWP"
"Q56824","Fabien Cibray","Q15055309",2145,"Section Paloise",2002,2003,NA,NA,"frWP"
"Q56824","Fabien Cibray","Q15055309",2145,"Section Paloise",2003,2007,61,26,"WD; frWP; enWP"
"Q56824","Fabien Cibray","Q855496",152,"Biarritz Olympique",2007,2010,30,28,"WD; frWP; enWP"
"Q56824","Fabien Cibray","Q1857064",315,"RC Toulonnais",2010,2012,30,29,"WD; frWP; enWP"
"Q56824","Fabien Cibray","Q4075",1,"Lyon OU",2012,2013,25,20,"WD; frWP; enWP"
"Q56824","Fabien Cibray","Q636019",92,"Oyonnax Rugby",2013,2017,97,45,"WD; frWP; enWP"
"Q56824","Fabien Cibray","Q951242",181,"Provence Rugby",2017,2018,18,10,"frWP; enWP"
"Q71268","Hugo Betting","Q479194",50,"SC 1880 Frankfurt",NA,NA,NA,NA,"itWP"
"Q71268","Hugo Betting",NA,7430,"VfB Stuttgart",NA,NA,NA,NA,"itWP"
"Q72185","Manu Tuilagi","Q5378054",1217,"England national under-18 rugby union team",2009,2009,3,0,"enWP"
"Q72185","Manu Tuilagi","Q1071691",204,"Leicester Tigers",2009,2020,128,205,"WD; jaWP; frWP; enWP"
"Q72185","Manu Tuilagi","Q1071691",204,"Leicester Tigers",2010,2020,95,145,"itWP; esWP"
"Q72185","Manu Tuilagi","Q3873497",824,"England Saxons",2011,2011,3,5,"WD; enWP"
"Q72185","Manu Tuilagi","Q378628",39,"England national rugby union team",2011,2024,60,100,"WD; jaWP; frWP; itWP; enWP"
"Q72185","Manu Tuilagi","Q733600",118,"British & Irish Lions",2013,2013,1,0,"WD; jaWP; frWP; itWP; enWP"
