"playerId","playerName","teamWdId","teamRsId","teamName","startYear","endYear","matchesPlayed","pointsScored","dataSource"
"Q6832188","Michael Leitch","Q6158042","1389","Japan national under-20 rugby union team","2008","2008","5","5","jaWP; frWP; enWP"
"Q6832188","Michael Leitch","Q1122433","210","Japan national rugby union team","2008","2015","92","100","WD; jaWP; frWP; enWP"
"Q6832188","Michael Leitch","Q3532617","698","Toshiba Brave Lupus","2011",NA,"177","180","WD; jaWP; frWP; esWP; enWP"
"Q6832188","Michael Leitch","Q586617","72","Chiefs","2013","2013","8","9","WD; jaWP; frWP"
"Q6832188","Michael Leitch","Q19840257","2433","Sunwolves","2013","2013","8","5","esWP; enWP"
"Q6832188","Michael Leitch","Q586617","72","Chiefs","2015","2017","34","35","jaWP; frWP; esWP; enWP"
"Q6832188","Michael Leitch","Q1122433","210","Japan national rugby union team","2017",NA,"10","12","jaWP"
"Q6832188","Michael Leitch","Q19840257","2433","Sunwolves","2018","2019","8","5","frWP"
"Q6832188","Michael Leitch","Q3532617","698","Toshiba Brave Lupus","2019",NA,"30","15","frWP"
"Q6832188","Michael Leitch","Q19577178","2421","Japan A national rugby union team","2023","2023","2","0","enWP"
"Q16873617","Samisoni Viriviri",NA,"4446","Nadroga Stallions","2012","2014","10","20","jaWP; enWP"
"Q16873617","Samisoni Viriviri","Q596985","76","Montpellier Hérault Rugby","2014","2015","6","0","WD; frWP; enWP"
"Q16873617","Samisoni Viriviri","Q1134669","222","Fiji national rugby union team","2014",NA,"2","0","WD; enWP"
"Q16873617","Samisoni Viriviri","Q2002695","324","US Montauban","2015","2016","10","20","WD; frWP; enWP"
"Q16873617","Samisoni Viriviri","Q1134669","222","Fiji national rugby union team","2016",NA,"2","0","jaWP; frWP"
"Q16873617","Samisoni Viriviri","Q60784999","2737","South China Tigers","2019","2019","4","5","jaWP; enWP"
"Q16873617","Samisoni Viriviri","Q38605283","2660","Fijian Drua","2019","2020","3","5","frWP; enWP"
"Q20961841","Giorgi Melikidze","Q18127462","2397","RC Rustavi Kharebi","1978","1986",NA,NA,"jaWP; frWP"
"Q20961841","Giorgi Melikidze","Q609885","82","Georgia national rugby union team","2008",NA,"26","15","itWP"
"Q20961841","Giorgi Melikidze","Q5547941","1259","Georgia national under-20 rugby union team","2015","2015","4","5","frWP"
"Q20961841","Giorgi Melikidze","Q1361000","252","Stade Français Rugby","2015","2016","160","40","WD; enWP; frWP; itWP"
"Q20961841","Giorgi Melikidze","Q609885","82","Georgia national rugby union team","2016",NA,"26","15","WD; jaWP; frWP; enWP"
"Q20981541","Felipe Ezcurra","Q1748307","307","Hindú Club","2010","2018","101","105","enWP; esWP; frWP"
"Q20981541","Felipe Ezcurra","Q4120756","862","Argentina national under-20 rugby union team","2012","2013","9","15","enWP"
"Q20981541","Felipe Ezcurra","Q646070","101","Argentina national rugby union team","2012",NA,"19",NA,"esWP"
"Q20981541","Felipe Ezcurra","Q2060356","331","Pampas XV","2013","2013","4","0","jaWP; frWP"
"Q20981541","Felipe Ezcurra","Q646070","101","Argentina national rugby union team","2014","2000","15","0","WD; frWP"
"Q20981541","Felipe Ezcurra","Q3873496","823","Argentina A national rugby union team","2014","2019","18","26","enWP"
"Q20981541","Felipe Ezcurra","Q2060356","331","Pampas XV","2015","2015","4","0","enWP"
"Q20981541","Felipe Ezcurra","Q19870761","2436","Jaguares","2015","2018","36","20","jaWP; frWP; esWP; enWP"
"Q20981541","Felipe Ezcurra","Q1071691","204","Leicester Tigers","2018","2018","2","0","jaWP; frWP; esWP; enWP"
"Q20981541","Felipe Ezcurra","Q19870761","2436","Jaguares","2019","2021","12","5","enWP; jaWP"
"Q20981541","Felipe Ezcurra","Q646070","101","Argentina national rugby union team","2019",NA,"10","0","jaWP; enWP"
"Q20981541","Felipe Ezcurra","Q1387142","255","Football Club Grenoble Rugby","2021","2024","54","5","frWP; enWP"
"Q47034760","Rodrigo Bruni","Q2841455","405","Club San Luis","2014","2021","98","140","jaWP; enWP; frWP; esWP"
"Q47034760","Rodrigo Bruni","Q6155949","1386","Uncas Rugby Club","2016","2019",NA,NA,"frWP"
"Q47034760","Rodrigo Bruni","Q3873496","823","Argentina A national rugby union team","2017","2019","15","25","enWP; frWP"
"Q47034760","Rodrigo Bruni","Q646070","101","Argentina national rugby union team","2017",NA,"21","5","WD; jaWP"
"Q47034760","Rodrigo Bruni","Q19870761","2436","Jaguares","2018","2021","20","20","jaWP; enWP; frWP; esWP"
"Q47034760","Rodrigo Bruni","Q646070","101","Argentina national rugby union team","2018",NA,"26","10","frWP; enWP"
"Q47034760","Rodrigo Bruni","Q3452866","633","Rugby Club Vannes","2021","2022","26","50","jaWP; frWP; esWP; enWP"
